"nflId","avgImpulse","avg_tackle_oe","avgSTRAIN","mean_tackle_value","athleticism_score","avgAyac","fatigue","tackle_range_metric","final_metric","displayName","position"
35459,-0.34375,0.345703125,0.349609375,-0.08203125,-0.03125,-0.349609375,0.080078125,0.498046875,0.058349609375,"Kareem Jackson","SS"
35466,0.431640625,-0.251953125,0.28515625,0.283203125,-0.203125,-0.357421875,-0.1796875,0.42578125,0.05419921875,"Devin McCourty","FS"
38559,-0.126953125,-0.3203125,0.314453125,0.294921875,0.373046875,-0.169921875,0.060546875,0.30859375,0.091796875,"Harrison Smith","SS"
38843,-0.1875,-0.1171875,0.15625,0.181640625,-0.255859375,-0.216796875,-0.130859375,0.392578125,-0.022216796875,"Rodney McLeod","FS"
38868,0.12890625,-0.333984375,0.232421875,0.45703125,0.13671875,-0.47265625,0.072265625,0.49609375,0.089599609375,"Tashaun Gipson","FS"
40017,0.169921875,-0.224609375,0.212890625,-0.189453125,-0.1796875,-0.3515625,0.068359375,0.328125,-0.020751953125,"Tyrann Mathieu","FS"
40039,-0.1640625,-0.15234375,0.3046875,-0.07421875,-0.0625,-0.42578125,-0.17578125,0.455078125,-0.036865234375,"Duron Harmon","SS"
40166,-0.13671875,-0.232421875,0.3359375,0.052734375,0.041015625,0.037109375,0.36328125,0.22265625,0.08544921875,"Jordan Poyer","SS"
41270,-0.30859375,-0.2578125,0.16796875,0.048828125,-0.357421875,-0.4140625,0.205078125,0.43359375,-0.060302734375,"Lamarcus Joyner","SS"
42116,0.15234375,-0.236328125,0.21875,0.173828125,-0.25,0.03125,-0.333984375,0.333984375,0.01123046875,"Adrian Phillips","SS"
42390,-0.43359375,0.40625,0.373046875,-0.173828125,0.14453125,0.384765625,-0.4453125,-0.115234375,0.017578125,"Eric Rowe","SS"
42485,-0.15625,-0.013671875,0.236328125,0.046875,-0.083984375,-0.37109375,-0.001953125,0.412109375,0.008544921875,"Adrian Amos","FS"
42488,0.04296875,0.125,0.244140625,-0.19921875,0.12109375,-0.228515625,0.142578125,0.171875,0.052490234375,"Bobby McCain","FS"
42543,0.041015625,-0.19140625,0.13671875,-0.20703125,-0.28125,-0.431640625,-0.181640625,0.4609375,-0.081787109375,"Quandre Diggs","FS"
42901,0.08984375,-0.396484375,0.2890625,-0.439453125,0.142578125,-0.1328125,-0.451171875,0.19921875,-0.08740234375,"Dean Marlowe","SS"
43306,0.447265625,0.4375,0.2734375,-0.345703125,0.05078125,0.203125,0.439453125,0.23828125,0.218017578125,"Keanu Neal","FS"
